"cell","family","J","coef","truth","n_attempt","n_used","coverage","bias","emp_sd","mean_se","se_ratio","mc_se","n_held","coverage_held","secs","N","n_latent","kind","obs_per_latent","conv_rate"
"mn_J5_rich","multinomial",5,"c1:(Intercept)",0.119,2000,1998,0.95045045045045,0.0015773974180638,0.200435528245557,0.201288069851092,1.00425344554928,0.00485497338933019,669,0.931240657698057,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c1:x1",-0.541,2000,1998,0.950950950950951,-0.0104898028509867,0.0944773055414021,0.0940696975398283,0.995685651710345,0.00483166274517372,669,0.947683109118087,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c1:grpb",0.258,2000,1998,0.942942942942943,0.00894309206061888,0.218772162091593,0.214731722774167,0.981531291372737,0.00518919091486074,669,0.932735426008969,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c1:grpc",0.69,2000,1998,0.947947947947948,0.0115698062433561,0.213713754706925,0.208934927691058,0.977639122842513,0.00496950842423975,669,0.93423019431988,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c2:(Intercept)",0.049,2000,1998,0.944944944944945,0.00308593579335534,0.21090023914277,0.206919617675474,0.981125571580785,0.00510274788912699,669,0.940209267563528,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c2:x1",0.653,2000,1998,0.946946946946947,0.0119448543343785,0.110052872703468,0.106287013913349,0.96578136764984,0.00501441498732071,669,0.938714499252616,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c2:grpb",0.24,2000,1998,0.949449449449449,-0.000877259069981373,0.222147343645186,0.220685166571702,0.993417985335805,0.00490118534770988,669,0.944693572496263,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c2:grpc",-0.288,2000,1998,0.941941941941942,-0.00436977148477824,0.245691214492986,0.239428532746483,0.974509948353558,0.00523173307875124,669,0.92526158445441,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c3:(Intercept)",-0.198,2000,1998,0.943943943943944,-0.00242932509440841,0.229725890995675,0.220437694537009,0.959568351575833,0.00514619963550158,669,0.928251121076233,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c3:x1",-0.455,2000,1998,0.948948948948949,-0.00845014324381893,0.114655807021695,0.111252610874064,0.970318152773653,0.00492409050344356,669,0.958146487294469,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c3:grpb",0.068,2000,1998,0.955955955955956,-0.00678194491243235,0.248028806856096,0.244862357512303,0.987233542006957,0.0045905507589412,669,0.94170403587444,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c3:grpc",0.008,2000,1998,0.94994994994995,-0.000799907419179823,0.258461121442697,0.251486015464903,0.973012939281316,0.0048781469419859,669,0.947683109118087,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c4:(Intercept)",-0.429,2000,1998,0.945445445445445,-0.0118257201954149,0.247625623938205,0.236940191252948,0.956848437107124,0.00508084565387622,669,0.946188340807175,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c4:x1",0.192,2000,1998,0.944944944944945,0.000962243334962448,0.117965178048677,0.114302035336361,0.968947253987062,0.00510274788912699,669,0.95067264573991,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c4:grpb",0.263,2000,1998,0.948448448448448,0.0142861304022767,0.264866157930754,0.260244013543007,0.98254913189417,0.00494686426012456,669,0.955156950672646,491.731780052185,600,120,"glm",5,0.999
"mn_J5_rich","multinomial",5,"c4:grpc",0.196,2000,1998,0.950950950950951,0.00497187587014722,0.271301296828529,0.26573802212325,0.979494109426264,0.00483166274517372,669,0.947683109118087,491.731780052185,600,120,"glm",5,0.999
