"cell","family","J","coef","truth","n_attempt","n_used","coverage","bias","emp_sd","mean_se","se_ratio","mc_se","secs","N","n_latent","kind","obs_per_latent","conv_rate"
"zibeta","beta",NA,"(Intercept)",0.119,2000,2000,0.9575,-0.000714653236658119,0.055298615026973,0.0555176867780692,1.00396161370388,0.00451075104611194,38.349867105484,600,0,"beta",NA,1
"zibeta","beta",NA,"x1",-0.541,2000,2000,0.9455,5.02922529697081e-05,0.0347837125931757,0.0344581980468937,0.990641753797557,0.00507591124823908,38.349867105484,600,0,"beta",NA,1
"zibeta","beta",NA,"grpb",0.258,2000,2000,0.9485,0.000299190495017809,0.0796465776436842,0.0789669611862292,0.991467097801799,0.00494205169944629,38.349867105484,600,0,"beta",NA,1
"zibeta","beta",NA,"grpc",0.69,2000,2000,0.951,0.000882936664166611,0.0824325790380987,0.0807127952653171,0.979137086418383,0.00482695556225661,38.349867105484,600,0,"beta",NA,1
