"cell","family","J","coef","truth","n_attempt","n_used","coverage","bias","emp_sd","mean_se","se_ratio","mc_se","secs","N","n_latent","kind","obs_per_latent","conv_rate"
"mn_J5_rich","multinomial",5,"c1:(Intercept)",0.119,2000,1687,0.954949614700652,0.00256998189125662,0.199483129319346,0.20174665895538,1.01134697276786,0.0050498902829101,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c1:x1",-0.541,2000,1687,0.950800237107291,-0.00930335756508915,0.0948347460799641,0.0940712298232659,0.991948981905278,0.00526585145982335,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c1:grpb",0.258,2000,1687,0.942501481920569,0.00988350817813138,0.218792033701617,0.214682891511397,0.981218958840959,0.00566776461394502,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c1:grpc",0.69,2000,1687,0.950800237107291,0.0128389913150921,0.212459221600841,0.208924629736106,0.983363433989343,0.00526585145982335,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c2:(Intercept)",0.049,2000,1687,0.947836395969176,0.00167227932864355,0.209501401362218,0.207743876261773,0.991610914824356,0.00541368452256532,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c2:x1",0.653,2000,1687,0.949614700652045,0.0118018450953337,0.109746638960101,0.106325407685074,0.968826095200318,0.00532559449289649,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c2:grpb",0.24,2000,1687,0.951985773562537,0.00170505956962089,0.219339283430637,0.22075541928628,1.00645637130519,0.005205262742986,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c2:grpc",-0.288,2000,1687,0.947836395969176,-0.00237581595313324,0.241330689703586,0.239540582879633,0.992582349032557,0.00541368452256532,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c3:(Intercept)",-0.198,2000,1687,0.945465323058684,0.00080280332624344,0.23067902137206,0.221011958468857,0.958093012335045,0.00552842768933408,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c3:x1",-0.455,2000,1687,0.945465323058684,-0.00811806048288521,0.11470019118591,0.111185158777346,0.969354607239784,0.00552842768933408,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c3:grpb",0.068,2000,1687,0.959691760521636,-0.00809452679078844,0.24527831603009,0.244617915510221,0.997307546257827,0.00478856356589437,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c3:grpc",0.008,2000,1687,0.949021932424422,-0.00199544641095455,0.258519463826145,0.251234585278217,0.971820773414464,0.00535515773860652,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c4:(Intercept)",-0.429,2000,1687,0.944872554831061,-0.0149185589342481,0.249815306603742,0.238137699459832,0.953255037480818,0.00555664957060943,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c4:x1",0.192,2000,1687,0.944279786603438,0.000906976751063771,0.118041626274819,0.114336084414747,0.968608176818532,0.00558469154188683,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c4:grpb",0.263,2000,1687,0.947243627741553,0.0147540419977161,0.264980359626902,0.260354412024849,0.9825423000838,0.0054426545096838,345.786590099335,600,120,"glm",5,0.8435
"mn_J5_rich","multinomial",5,"c4:grpc",0.196,2000,1687,0.950207468879668,0.00262445538054024,0.271613889727364,0.26581215413966,0.978639768409755,0.00529582688853134,345.786590099335,600,120,"glm",5,0.8435
