"family","b0","design","size","sd","cell","rep","seed","ok","sd_hat","se_logsd","push","ll","ll_drop","how","held","boundary","se_x","se_x_drop","draws_finite","drop_ok","push_ok","at"
"gaussian",0.5,"ri_ar",12,0,1,1,58192,TRUE,1.80612241805388e-05,0,-1.34889432956697e-09,-224.417236145795,-224.417236144445,"boundary","g","g",0.0402466247885388,0.0402466250817201,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0,2,1,66383,TRUE,0.35688885565262,0.236944474907603,16.2164722982126,-489.692302652228,-489.86799220934,"tmb","","",0.041962796881337,0.0403055850783867,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",12,0,3,1,74574,TRUE,4.77697682608926e-05,0,-1.03989918898151e-08,-161.731011638792,-161.731011628344,"boundary","g","g",0.142005228097197,0.142005124670924,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0,4,1,82765,TRUE,1.16965042899816e-05,0,-1.6177637007786e-09,-479.245548677496,-479.245548675876,"boundary","g","g",0.02936164420596,0.0293616434568028,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",24,0,5,1,90956,TRUE,0.159807911913561,0.65413601053243,0.753481529534042,-968.958281439932,-969.235753975865,"tmb","","",0.0300031445352306,0.0298872750493187,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",24,0,6,1,99147,TRUE,3.32236235334784e-05,0,-1.87193336387281e-08,-322.417592723361,-322.417592703647,"boundary","g","g",0.0986224122262601,0.0986223689856724,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",12,0.1,7,1,107338,TRUE,2.49214136122855e-05,0,-4.30190993938595e-10,-234.746185084455,-234.746185084023,"boundary","g","g",0.0381062248251406,0.0381062256241323,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0.1,8,1,115529,TRUE,0.000224264808174024,0,-3.52929419022985e-08,-520.807165585897,-520.807165550658,"boundary","g","g",0.0386192752028038,0.0386192711689143,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",12,0.1,9,1,123720,TRUE,0.190854457736559,1.8626596171679,0.0414185357783481,-155.722844361316,-155.763998676405,"tmb","","",0.16289022248618,0.161897083953235,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri_ar",24,0.1,10,1,131911,TRUE,4.98628962424658e-06,0,-1.08161657408345e-09,-447.577292299863,-447.577292298779,"boundary","g","g",0.0287935900289907,0.0287935900702288,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",24,0.1,11,1,140102,TRUE,0.0755685741039766,2.63760682954401,0.0463214065823649,-1036.88687355258,-1036.90436271474,"tmb","","",0.0308559406980463,0.0308068704416916,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",24,0.1,12,1,148293,TRUE,8.7804682726528e-05,0,-1.08491803985089e-07,-328.305358295492,-328.305353084684,"boundary","g,ar","g",0.0919089353921033,0.0936136930403886,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",12,0.3,13,1,156484,TRUE,3.1164616488006e-05,0,-1.07434061646927e-10,-237.615116697032,-237.615116696926,"boundary","g","g",0.0412034380024886,0.0412034359303087,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0.3,14,1,164675,TRUE,0.323472662575206,0.390708861017269,2.61919805125387,-480.90477070585,-481.488118574747,"tmb","","",0.0476870638602702,0.0471494335335285,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",12,0.3,15,1,172866,TRUE,4.31462853669037e-05,0,-7.73934516473673e-09,-153.824677422087,-153.82467741433,"boundary","g","g",0.176156124956371,0.176156140376112,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0.3,16,1,181057,TRUE,0.166331743522089,1.38796079492091,0.260232979194711,-455.337104941133,-455.390354166612,"tmb","","",0.0261578703863583,0.0261547765541801,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",24,0.3,17,1,189248,TRUE,0.0472972230177374,6.27325501427421,0.00561251307215116,-979.10802464862,-979.111215237422,"tmb","","",0.0340049351241085,0.0339814536946151,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",24,0.3,18,1,197439,TRUE,0.000157140949109381,0,-1.11386952994508e-08,-327.344357780159,-327.344357768992,"boundary","g","g",0.0946955030104871,0.0946955105926995,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",12,0.5,19,1,205630,TRUE,0.481650981777189,0.833605002895633,4.05426482425582,-241.876968530158,-241.932783278574,"tmb","","",0.038923198422964,0.0380663459032089,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",12,0.5,20,1,213821,TRUE,0.000555428150024732,0,-2.77418621408287e-08,-511.716730661658,-511.716730633846,"boundary","g","g",0.0370988060169888,0.0370988092626736,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",12,0.5,21,1,222012,TRUE,0.501578314373982,0.435735955161827,1.36087720673919,-158.836712902472,-159.193380326432,"tmb","","",0.156296314439238,0.147121435808811,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri_ar",24,0.5,22,1,230203,TRUE,0.388063233392139,0.324484298928563,5.60576701539162,-499.931504016668,-500.639014902097,"tmb","","",0.0285772488983436,0.028569836647419,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",24,0.5,23,1,238394,TRUE,0.421910915900405,0.222221939902442,15.7563065365255,-1078.23537674139,-1080.43068814949,"tmb","","",0.0277827380126979,0.02677984890341,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",24,0.5,24,1,246585,TRUE,6.35541638057647e-05,0,-1.30642661133606e-08,-324.989519148355,-324.989519135259,"boundary","g","g",0.104390101260325,0.104390105650516,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",5,0,25,1,254776,TRUE,1.64241208248169e-05,0,-4.03996835984799e-09,-36.3968597732642,-36.3968597692161,"boundary","g","g",0.0682920477223398,0.0697002810664247,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri",5,0,26,1,262967,TRUE,1.17903993316198e-05,0,-9.62769775014749e-09,-93.4681410727851,-93.4681410631335,"boundary","g","g",0.0711172391716608,0.071117215646475,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",5,0,27,1,271158,TRUE,0.711628652835239,0.65805519007875,0.822042600841918,-33.0792322830957,-33.8841480281406,"tmb","","",0.304836454913914,0.275726066386623,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",10,0,28,1,279349,TRUE,9.49146956039888e-06,0,-7.00411817433633e-09,-68.9790914314132,-68.9790914244073,"boundary","g","g",0.0443423472544439,0.0447925183514135,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri",10,0,29,1,287540,TRUE,2.48595874373373e-05,0,-1.88938429346308e-08,-192.72227312859,-192.72227310965,"boundary","g","g",0.0585031602465638,0.0585031444418394,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",10,0,30,1,295731,TRUE,0.588353060177488,0.571917921527179,0.901839551438741,-68.2430621777427,-69.1510726684885,"tmb","","",0.209860717861637,0.199578328592425,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",30,0,31,1,303922,TRUE,3.6979902994806e-05,0,-1.80867232302262e-08,-221.747202208916,-221.747202190789,"boundary","g","g",0.029299794476625,0.0293979484758697,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri",30,0,32,1,312113,TRUE,1.98194377150724e-05,0,-7.92240371083608e-08,-582.226737880104,-582.226737800701,"boundary","g","g",0.0291183822340849,0.0291183714877691,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",30,0,33,1,320304,TRUE,0.151427994626679,2.48393319987998,0.0219892382785929,-203.672802645757,-203.694794756264,"tmb","","",0.125326316861132,0.124416847036135,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",5,0.1,34,1,328495,TRUE,0.223895632900107,0.44493795721164,3.07512442565032,-33.9313826214539,-36.3725965108006,"tmb","","",0.0676408634906865,0.0768979919640403,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",5,0.1,35,1,336686,TRUE,0.0848940881265073,1.73212578779808,0.0566819146168172,-91.3065756376154,-91.3616234585718,"tmb","","",0.0805785053757833,0.0801972090038413,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",5,0.1,36,1,344877,TRUE,3.53032627268059e-05,0,-3.41876926768236e-09,-32.9232546534125,-32.9232546499852,"boundary","g","g",0.308181639630436,0.308181645907446,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",10,0.1,37,1,353068,TRUE,0.11696520123826,0.702282881270316,0.445050145287752,-80.5906427289075,-80.9807444043962,"tmb","","",0.0497737744563266,0.0510995393423081,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",10,0.1,38,1,361259,TRUE,0.08104913800992,1.28710268345519,0.0992227838145823,-192.393548123916,-192.491652705659,"tmb","","",0.0638560909427758,0.0633094449824623,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",10,0.1,39,1,369450,TRUE,6.00793117164692e-05,0,-5.9430931287352e-09,-68.3757610943438,-68.3757610883895,"boundary","g","g",0.206061795959127,0.206061808696584,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",30,0.1,40,1,377641,TRUE,0.05588492931429,1.35379859979335,0.0854893039697515,-237.177480077707,-237.253833653574,"tmb","","",0.0291334281011165,0.0292098521655539,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",30,0.1,41,1,385832,TRUE,0.0174370544583891,0,0.000665400504431091,-583.728533369124,-583.729184288499,"boundary","g","g",0.0338824378444798,0.0338553570037437,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",30,0.1,42,1,394023,TRUE,0.116743450941018,4.00161504822905,0.0081816048754888,-206.593187793693,-206.601399138648,"tmb","","",0.125186992754531,0.124718556327883,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",5,0.3,43,1,402214,TRUE,0.322643067745126,0.415700133475321,4.38837123791289,-46.3099351984055,-49.6900760478902,"tmb","","",0.0794809050411902,0.0874184549286946,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",5,0.3,44,1,410405,TRUE,0.14170590232316,0.876593615431079,0.31551318996739,-95.3919302360929,-95.6886930620423,"tmb","","",0.0915247341887795,0.0901360938141481,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",5,0.3,45,1,418596,TRUE,0.153040168827729,6.58478376776314,0.00336981906341549,-32.514514270556,-32.5176343264632,"tmb","","",0.283443883523183,0.273836289021758,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",10,0.3,46,1,426787,TRUE,0.153248118385094,0.479858672975707,1.33396293658996,-76.752632335399,-77.8486803651129,"tmb","","",0.0607606393410525,0.0610176568987958,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",10,0.3,47,1,434978,TRUE,0.309734640584023,0.297457273139039,8.64037711375786,-205.849585646402,-214.108165959706,"tmb","","",0.068843228907795,0.0642963620459684,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",10,0.3,48,1,443169,TRUE,3.36396519682139e-05,0,-6.89048818003357e-09,-67.4115369520669,-67.4115369452159,"boundary","g","g",0.179251203541136,0.179251173086647,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",30,0.3,49,1,451360,TRUE,0.307571400919074,0.162853446843,33.7552194633639,-238.10542343628,-263.417399832666,"tmb","","",0.0284752703250352,0.0323316377790867,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",30,0.3,50,1,459551,TRUE,0.325970329459742,0.167187501652575,32.1240670725771,-587.698644705471,-618.802694442321,"tmb","","",0.0347892724128404,0.0327944118404524,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",30,0.3,51,1,467742,TRUE,0.311064846510987,0.711225474862885,0.33803671646092,-206.374507298075,-206.714325063342,"tmb","","",0.124582528008326,0.122308654503954,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri_ar",12,0,1,2,58193,TRUE,2.51521657872448e-05,0,-1.15437615022529e-09,-229.455833397631,-229.455833396474,"boundary","g","g",0.039801039111308,0.0398010385740343,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0,2,2,66384,TRUE,0.000114066280033632,0,-2.79005689662881e-08,-516.752967334915,-516.752967306981,"boundary","g","g",0.0431591401308946,0.0431591424290158,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",12,0,3,2,74575,TRUE,3.39168733701366e-05,0,-7.25339077689569e-09,-164.787788576489,-164.787788569218,"boundary","g","g",0.130714137077768,0.130714148000843,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0,4,2,82766,TRUE,0.121492571261225,1.07378167939293,0.236594516526452,-468.556545535137,-468.662527229296,"tmb","","",0.0275280217555176,0.0275453370072584,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",24,0,5,2,90957,TRUE,9.37384609959307e-05,0,-7.48621005186578e-08,-1064.77152046842,-1064.77152039338,"boundary","g","g",0.0304187150785651,0.0304187150588853,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",24,0,6,2,99148,TRUE,6.75225867356779e-05,0,-1.55243924382376e-08,-320.939347009131,-320.939346993593,"boundary","g","g",0.104648987689818,0.10464901145047,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",12,0.1,7,2,107339,TRUE,0.233239425073431,0.396551002114367,1.94030030858858,-245.667621503428,-246.442291112913,"boundary","dispersion","dispersion",0.0417879655333038,0.0417049882700329,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",12,0.1,8,2,115530,TRUE,7.4980332162276e-05,0,-3.35614913637983e-08,-497.220372796661,-497.220372763018,"boundary","g","g",0.0442292335954809,0.0442292357224886,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",12,0.1,9,2,123721,TRUE,1.94248996475064e-05,0,-6.59395027469145e-09,-161.159762211814,-161.159762205155,"boundary","g","g",0.156262424762697,0.156262315658614,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0.1,10,2,131912,TRUE,2.36016699696098e-06,0,-1.09821485239081e-10,-460.419169402641,-460.419169402535,"boundary","g","g",0.027678995311508,0.0276789944340099,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",24,0.1,11,2,140103,TRUE,0.000151897186904652,0,-6.83355665387353e-08,-987.37255089798,-987.372550828467,"boundary","g","g",0.0285192442987195,0.0285192462000825,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",24,0.1,12,2,148294,TRUE,0.210997889924805,1.17996073380935,0.164570280834994,-322.915412199665,-322.999179341558,"tmb","","",0.101982839939033,0.101989900918302,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri_ar",12,0.3,13,2,156485,TRUE,6.69094107809501e-06,0,-2.33796981774503e-10,-240.699161798308,-240.699161798095,"boundary","g","g",0.0373039241886792,0.0373039232665532,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0.3,14,2,164676,TRUE,0.390668258425088,0.283403206095709,6.89952371507775,-523.099111880165,-524.173867083445,"tmb","","",0.0438970482263796,0.0427881754651378,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",12,0.3,15,2,172867,TRUE,0.0156840899111572,0,7.60490308948647e-07,-165.027978139707,-165.027978114474,"boundary","g","g",0.136950395339365,0.136950725815675,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0.3,16,2,181058,TRUE,0.190533797265125,1.05011222300277,0.41155326902873,-443.793560614556,-443.890217266995,"tmb","","",0.0251574052694296,0.0251689179279581,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",24,0.3,17,2,189249,TRUE,0.242227516206242,0.642498288031373,0.81076379291062,-1071.31569501362,-1071.58309626973,"tmb","","",0.0288373165134335,0.0287239876663191,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",24,0.3,18,2,197440,TRUE,0.0805923337213763,5.66947056885671,0.00613923518346837,-331.651091097052,-331.654956626389,"tmb","","",0.0964832344823679,0.0965027966026549,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri_ar",12,0.5,19,2,205631,TRUE,0.365580112847821,0.255416979041388,8.21553970628386,-234.881274816913,-236.606427575161,"tmb","","",0.0375615411793546,0.0379232681830961,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",12,0.5,20,2,213822,TRUE,0.603695960272322,0.192332778856488,41.6231435352031,-481.961598064004,-484.098946804181,"tmb","","",0.0442517685593563,0.0425246100028615,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",12,0.5,21,2,222013,TRUE,0.000412305157123027,0,-6.423022114177e-09,-162.977764228508,-162.977764222101,"boundary","g","g",0.140343419641478,0.14034338857746,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0.5,22,2,230204,TRUE,6.41179216231347e-05,0,-3.93004029319854e-09,-491.354080977305,-491.354080973369,"boundary","g","g",0.0266151667792844,0.0266151678033618,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",24,0.5,23,2,238395,TRUE,0.570617628474234,0.218861333653243,16.9097947917485,-1064.76116392377,-1066.86199011784,"tmb","","",0.0294438933148485,0.0286163869531056,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",24,0.5,24,2,246586,TRUE,0.13772906948908,10.1535454599109,0.0200575948744017,-319.760112638,-319.761077903338,"tmb","","",0.101068905853563,0.100988831486099,TRUE,TRUE,FALSE,FALSE
"gaussian",0.5,"ri",5,0,25,2,254777,TRUE,0.116203167726579,0.85218601450996,0.365950871422463,-33.0835220246064,-33.3724992450908,"tmb","","",0.0786940713020094,0.0787653339966376,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",5,0,26,2,262968,TRUE,0.276779203841035,0.49706548723969,2.37101068579956,-86.8534714663384,-88.8224648937249,"tmb","","",0.101379857458886,0.0862932686515732,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",5,0,27,2,271159,TRUE,0.494919234878125,0.93166978858814,0.282296843620308,-34.1628519657942,-34.4379133753054,"tmb","","",0.368590841066029,0.350573637026591,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",10,0,28,2,279350,TRUE,7.47732342851044e-06,0,-6.76227784879302e-09,-70.2199878980099,-70.2199878912314,"boundary","g","g",0.0438103757099968,0.0442551610167283,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri",10,0,29,2,287541,TRUE,3.49282172686784e-05,0,-1.93081177712884e-08,-179.025696291027,-179.025696271671,"boundary","g","g",0.0572908586635502,0.0572908447991673,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",10,0,30,2,295732,TRUE,3.11714906284041e-05,0,-8.39771985283733e-09,-68.3031358281118,-68.3031358196944,"boundary","g","g",0.215657011548084,0.215657020151164,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",30,0,31,2,303923,TRUE,0.128403098014336,0.292700053274036,3.25628756677224,-194.99560559737,-197.795939810285,"tmb","","",0.027590984760348,0.0281623569690859,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",30,0,32,2,312114,TRUE,3.02298845724071e-05,0,-6.49262119623017e-08,-572.162886239411,-572.162886174323,"boundary","g","g",0.0342392394391492,0.0342392317356872,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",30,0,33,2,320305,TRUE,7.43745992665863e-05,0,-2.4872065296222e-08,-199.784059569925,-199.78405954528,"boundary","g","g",0.125638879356977,0.125638810877467,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",5,0.1,34,2,328496,TRUE,5.31629826704743e-06,0,-2.53342591349792e-09,-35.3698847475314,-35.3698847450003,"boundary","g","g",0.0828081361647492,0.0845156719152162,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri",5,0.1,35,2,336687,TRUE,0.179754057085764,0.64229464577026,0.784951647417913,-99.3845025820528,-100.139354583348,"tmb","","",0.0918176632879146,0.0903815072512293,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",5,0.1,36,2,344878,TRUE,2.77351893247023e-05,0,-2.92486390662816e-09,-33.0295668784681,-33.0295668755361,"boundary","g","g",0.344810725772433,0.344810691804084,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",10,0.1,37,2,353069,TRUE,0.220479074762982,0.357255924853149,3.62760802317499,-83.132918448774,-86.0335368182581,"tmb","","",0.0541932335993115,0.0569271086002778,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",10,0.1,38,2,361260,TRUE,0.214305841824631,0.383506210656744,2.90645123250718,-202.330085668194,-205.186489757583,"tmb","","",0.0560503649068874,0.0546610703124914,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",10,0.1,39,2,369451,TRUE,0.711793386716235,0.467857932991422,1.68515725394852,-67.5683019985287,-69.1914838702582,"tmb","","",0.216851775002137,0.198591786093008,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",30,0.1,40,2,377642,TRUE,1.33670293233992e-05,0,-1.46164325087739e-08,-225.696324768146,-225.696324753494,"boundary","g","g",0.0289398110550034,0.0290367622958947,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri",30,0.1,41,2,385833,TRUE,5.88357237113168e-05,0,-7.77442892285762e-08,-593.568865781627,-593.568865703689,"boundary","g","g",0.0311727733521105,0.0311727657192999,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",30,0.1,42,2,394024,TRUE,4.29407826997298e-05,0,-2.14590443192719e-08,-203.607213217169,-203.607213195664,"boundary","g","g",0.123395938935763,0.12339595131574,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",5,0.3,43,2,402215,TRUE,0.267823341482827,0.449775975337904,2.91657559185462,-43.7490864348833,-46.0756410063087,"tmb","","",0.098014265565265,0.110776937896205,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",5,0.3,44,2,410406,TRUE,2.40968968485821e-05,0,-1.19347447480322e-08,-96.4442993085598,-96.4442992965954,"boundary","g","g",0.0816155638082372,0.0816155410888967,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri",5,0.3,45,2,418597,TRUE,0.583812470065278,0.828288948934655,0.4068319315639,-30.8049510841899,-31.1844874683185,"tmb","","",0.305978510932583,0.285576949750735,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri",10,0.3,46,2,426788,TRUE,0.229733954260025,0.352189750843686,3.78361762071633,-85.9317605260076,-88.9940909736297,"tmb","","",0.057899423651234,0.0616927053842652,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",10,0.3,47,2,434979,TRUE,0.154509684227605,0.487898939557942,1.21098214380078,-205.787669359504,-206.982953423811,"tmb","","",0.0581196511242706,0.0558402824120018,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",10,0.3,48,2,443170,TRUE,4.03654740868325e-05,0,-6.73635724979249e-09,-67.8000026393746,-67.8000026326216,"boundary","g","g",0.199921973844198,0.199921994059692,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri",30,0.3,49,2,451361,TRUE,0.280237195912046,0.166422967259608,29.6437591371167,-223.541571008311,-246.004179842453,"tmb","","",0.0272896280940349,0.0311473215689279,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri",30,0.3,50,2,459552,TRUE,0.307361101848245,0.170078278098939,30.1445803056425,-612.131687843651,-641.523995551938,"tmb","","",0.0322685100061008,0.0303293942513053,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri",30,0.3,51,2,467743,TRUE,0.410662052711041,0.48058164606115,0.884310009645958,-205.344606441327,-206.23417695072,"tmb","","",0.120973956981616,0.116952243143325,TRUE,FALSE,FALSE,FALSE
"gaussian",0.5,"ri_ar",12,0,1,3,58194,TRUE,6.72554197161329e-06,0,-1.34605215862393e-10,-237.808748435894,-237.808748435759,"boundary","g","g",0.0379516940005083,0.0379516940074261,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0,2,3,66385,TRUE,4.41356365141074e-05,0,-2.55590748565737e-08,-502.519701268942,-502.51970124349,"boundary","g","g",0.0458299992566092,0.0458300220816258,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",12,0,3,3,74576,TRUE,0.000488096312706377,0,-7.12600467522861e-09,-162.22072341551,-162.220723408417,"boundary","g","g",0.139819199887731,0.139819088116144,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0,4,3,82767,TRUE,0.208700660267981,0.521912290861846,1.35327114785099,-489.835269034314,-490.264816079177,"tmb","","",0.0286625479560984,0.0286995751886064,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",24,0,5,3,90958,TRUE,4.14153773904206e-05,0,-7.06531864125282e-08,-1026.88441570619,-1026.88441563087,"boundary","g","g",0.0322812996319192,0.0322813003917605,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",24,0,6,3,99149,TRUE,6.1855958504402e-05,0,-1.4866316178086e-08,-327.552090437379,-327.552090422475,"boundary","g","g",0.0956083715996343,0.0956083756912279,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",12,0.1,7,3,107340,TRUE,1.65045847466918e-05,0,-5.09942310600309e-10,-243.174142558066,-243.174142557554,"boundary","g","g",0.040409677837803,0.0404096778270331,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0.1,8,3,115531,TRUE,0.394252116696812,0.254235881379158,10.718173888512,-545.570907519523,-546.842705610877,"tmb","","",0.043647469584873,0.0424010317561693,TRUE,FALSE,FALSE,FALSE
"binomial",0,"ri_ar",12,0.1,9,3,123722,TRUE,5.13245924367384e-05,0,-7.53573203837732e-09,-165.801542662722,-165.801542655168,"boundary","g","g",0.148165070398701,0.148165088614608,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",24,0.1,10,3,131913,TRUE,0.200654798638859,0.869172709121247,0.799937113102317,-483.601478557872,-483.726319918652,"tmb","","",0.0290768359349039,0.0290709361778242,TRUE,FALSE,FALSE,FALSE
"poisson",1.09861228866811,"ri_ar",24,0.1,11,3,140104,TRUE,3.61432026389405e-05,0,-5.01851218359661e-08,-969.074490417607,-969.074490367302,"boundary","g","g",0.0318261617193338,0.0318261643950576,TRUE,TRUE,TRUE,TRUE
"binomial",0,"ri_ar",24,0.1,12,3,148295,TRUE,3.57510808420582e-05,0,-1.23068844004592e-08,-330.643137344629,-330.643137332292,"boundary","g","g",0.101692050827858,0.101692056898969,TRUE,TRUE,TRUE,TRUE
"gaussian",0.5,"ri_ar",12,0.3,13,3,156486,TRUE,0.0361203960119626,0,0.000136572739165786,-257.95511606288,-257.95512450783,"boundary","g","g",0.0393043158297536,0.0393050120400435,TRUE,TRUE,TRUE,TRUE
"poisson",1.09861228866811,"ri_ar",12,0.3,14,3,164677,TRUE,7.53643282394295e-05,0,-3.0597561817558e-08,-498.309511415599,-498.30951138505,"boundary","g","g",0.0438331041224168,0.043833107020672,TRUE,TRUE,TRUE,TRUE
