"family","design","disp","cell","rep","seed","ok","logdisp","inv_sqrt","se_logdisp","ll","ll_limit","push","held","how","se_ratio_x","draws_finite","limit_ll","push_down"
"nbinom","ar1",Inf,1,47,7966,TRUE,19.4123040193153,6.09076357303273e-05,0,-612.451406455243,-612.451406411444,-4.10183247367968e-08,"dispersion","boundary",0.999999862003089,TRUE,TRUE,TRUE
"nbinom","ar1",50,2,47,15885,TRUE,17.4485519069625,0.000162590473117353,0,-584.948092311171,-584.94809223272,-1.00425381788227e-07,"g,dispersion","boundary",1.00000001628885,TRUE,TRUE,TRUE
"nbinom","ar1",5,3,47,23804,TRUE,20.8732803628416,2.93376119335228e-05,0,-666.118490495045,-666.1184905292,-5.35271738044685e-09,"g,dispersion","boundary",1.0000000508016,TRUE,TRUE,TRUE
"nbinom","ar1",1,4,47,31723,TRUE,0.060486295620766,0.970209600526391,0.308980188511138,-584.647558365002,-583.546814592747,27.8147871261943,"","tmb",0.992687472253385,TRUE,TRUE,FALSE
"nbinom","ri",Inf,5,47,39642,TRUE,16.3194797865792,0.00028593675919546,0,-516.79926493012,-516.799262612984,-2.20177173559932e-06,"dispersion","boundary",1.00000008857922,TRUE,TRUE,TRUE
"nbinom","ri",50,6,47,47561,TRUE,2.52941254850067,0.282322209265631,0.575531195969841,-509.526026196985,-511.828294191652,2.04405944175801,"","tmb",1.10949064265975,TRUE,FALSE,FALSE
"nbinom","ri",5,7,47,55480,TRUE,1.66250478576501,0.435503523125233,0.297397208779052,-556.737934957711,-567.952980641432,9.65414366004404,"","tmb",1.21918205378485,TRUE,FALSE,FALSE
"beta","ar1",10000,8,47,63399,TRUE,28.1616139528628,7.66978569665739e-07,0.0989786621221546,207.975390775254,NA,10.9176025406932,"","none",NA,TRUE,FALSE,FALSE
"beta","ar1",200,9,47,71318,TRUE,16.9058089762501,0.000213280045515844,0,208.813251025837,NA,0.000218526477965497,"g,dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",20,10,47,79237,TRUE,22.2804961218481,1.4516159788499e-05,0,123.964502432506,NA,-0.0923468825108102,"dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ri",200,11,47,87156,TRUE,5.20075832416056,0.0742454218281625,0.0858785674814299,506.931045695061,NA,2177.3087835705,"","tmb",NA,TRUE,FALSE,FALSE
"beta","ri",20,12,47,95075,TRUE,2.98238858998615,0.225103654770462,0.0843646091031163,212.977743707978,NA,2229.13345258751,"","tmb",NA,TRUE,FALSE,FALSE
"nbinom","ar1",Inf,1,48,7967,TRUE,16.1749670901972,0.000307362247991757,0,-601.08061411313,-601.080613554318,-5.64587708140607e-07,"g,dispersion","boundary",0.999999970018286,TRUE,TRUE,TRUE
"nbinom","ar1",50,2,48,15886,TRUE,15.9702923212027,0.000340482727476937,0,-651.373499752838,-651.373499272777,-4.56701741313736e-07,"dispersion","boundary",0.99999963541444,TRUE,TRUE,TRUE
"nbinom","ar1",5,3,48,23805,TRUE,1.3046898940922,0.520823041244186,0.424373546094136,-581.665417039578,-583.13601331169,8.38420865490832,"g","boundary",1.02190778247708,TRUE,FALSE,FALSE
"nbinom","ar1",1,4,48,31724,TRUE,0.293305685673918,0.863593728131683,0.290538705977552,-576.416207889029,-577.455734530353,26.0119288232219,"g","boundary",1.02535788219275,TRUE,FALSE,FALSE
"nbinom","ri",Inf,5,48,39643,TRUE,3.20932719421043,0.200957146106335,0.968091733239856,-538.547567832103,-539.215210686521,0.597909475038932,"","tmb",1.06839809786767,TRUE,FALSE,FALSE
"nbinom","ri",50,6,48,47562,TRUE,20.8477008273188,2.97152429355676e-05,0,-513.754971334478,-513.754971325426,-9.52240952756256e-09,"dispersion","boundary",0.999999997114224,TRUE,TRUE,TRUE
"nbinom","ri",5,7,48,55481,TRUE,2.58758900457113,0.274228246678458,0.484004815888103,-544.864618606694,-548.106201515802,2.86725194896053,"","tmb",1.13421806005913,TRUE,FALSE,FALSE
"beta","ar1",10000,8,48,63400,TRUE,17.574027466066,0.000152703300295977,0,207.328426302891,NA,-0.00062873764500182,"g,dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",200,9,48,71319,TRUE,16.1202462613108,0.000315887907421768,0,204.08521664777,NA,-2.02487640308391e-05,"g,dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",20,10,48,79238,TRUE,2.69793406610407,0.259508185621719,0.398822396186775,107.61439793635,NA,113.320771712928,"","tmb",NA,TRUE,FALSE,FALSE
"beta","ri",200,11,48,87157,TRUE,5.34798824867212,0.0689761749675922,0.0859010170446294,526.748603188962,NA,2176.38658144496,"","tmb",NA,TRUE,FALSE,FALSE
"beta","ri",20,12,48,95076,TRUE,2.85449148587436,0.239968949057554,0.0841810978188129,197.932588052914,NA,2232.06891320634,"","tmb",NA,TRUE,FALSE,FALSE
"nbinom","ar1",Inf,1,49,7968,TRUE,15.4742092102027,0.000436333104529416,0,-550.685481029722,-550.685480382126,-6.02833665652724e-07,"g,dispersion","boundary",1.00000083920606,TRUE,TRUE,TRUE
"nbinom","ar1",50,2,49,15887,TRUE,12.5078512763975,0.00192289072704665,0,-605.477917977641,-605.418823383263,-1.30693770188373e-05,"g,ar,dispersion","boundary",0.989227660206103,TRUE,TRUE,TRUE
"nbinom","ar1",5,3,49,23806,TRUE,16.1205478966826,0.000315840269530985,0,-625.764816223159,-625.764815167528,-1.00308659511938e-06,"dispersion","boundary",0.999999555272233,TRUE,TRUE,TRUE
"nbinom","ar1",1,4,49,31725,TRUE,-0.134837406489704,1.06974328940448,0.17494117182832,-595.378354722037,-598.815146430132,76.6424766740006,"g","boundary",0.999868845290444,TRUE,FALSE,FALSE
"nbinom","ri",Inf,5,49,39644,TRUE,16.1981183063763,0.000303824856296659,0,-493.107286909276,-493.107286677187,-2.20618005641882e-07,"dispersion","boundary",1.00000015223781,TRUE,TRUE,TRUE
"nbinom","ri",50,6,49,47563,TRUE,17.6794332807557,0.000144863789416116,0,-465.244957147315,-465.2449567707,-3.57893441105261e-07,"dispersion","boundary",1.00000000963072,TRUE,TRUE,TRUE
"nbinom","ri",5,7,49,55482,TRUE,1.42168137750494,0.491231051401898,0.297366607502839,-536.426214423334,-548.159773928121,10.0499765285728,"","tmb",1.28617308665546,TRUE,FALSE,FALSE
"beta","ar1",10000,8,49,63401,TRUE,17.1993630608072,0.000184164435102641,0,202.800213647608,NA,0.000563767662242753,"g,dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",200,9,49,71320,TRUE,18.7701942447799,8.39661243179656e-05,0,209.051994586773,NA,-0.0018418570839458,"dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",20,10,49,79239,TRUE,2.84973041998884,0.240540883530359,0.281949219865893,123.064481729406,NA,111.294956761144,"g","boundary",NA,TRUE,FALSE,FALSE
"beta","ri",200,11,49,87158,TRUE,5.40426756622657,0.0670622636371557,0.0858970166569257,533.151809721317,NA,2176.71842247191,"","tmb",NA,TRUE,FALSE,FALSE
"beta","ri",20,12,49,95077,TRUE,2.96867604902281,0.22665232931303,0.0845037393079077,215.446202545402,NA,2221.15562054312,"","tmb",NA,TRUE,FALSE,FALSE
"nbinom","ar1",Inf,1,50,7969,TRUE,19.1533781878791,6.93261003713818e-05,0,-591.989836008354,-591.989835975803,-3.25558175973129e-08,"dispersion","boundary",1.00000066656712,TRUE,TRUE,TRUE
"nbinom","ar1",50,2,50,15888,TRUE,20.1430250184984,4.2266636884741e-05,0,-623.813819951033,-623.813819986691,-1.01077830549912e-08,"g,dispersion","boundary",1.00000003694405,TRUE,TRUE,TRUE
"nbinom","ar1",5,3,50,23807,TRUE,15.9636179125611,0.000341620885983669,0,-622.551182504214,-622.55118142128,-1.05526464722061e-06,"g,dispersion","boundary",0.999999951667618,TRUE,TRUE,TRUE
"nbinom","ar1",1,4,50,31726,TRUE,-0.0363342538539163,1.01833315305934,0.21820199953207,-687.072398532666,-688.715435485014,49.7309346161912,"","tmb",1.03257252889939,TRUE,FALSE,FALSE
"nbinom","ri",Inf,5,50,39645,TRUE,3.45955463429474,0.177323892563902,1.37678308664582,-522.388774718233,-522.695696718036,0.276198786146438,"","tmb",1.04111205480255,TRUE,FALSE,FALSE
"nbinom","ri",50,6,50,47564,TRUE,5.05192675479373,0.0799812235567238,3.98855578035358,-517.264059829469,-517.29768631507,0.0309794675072226,"","tmb",1.02503120062885,TRUE,FALSE,FALSE
"nbinom","ri",5,7,50,55483,TRUE,1.16396057546511,0.55879070380608,0.272459892182956,-516.566415468708,-530.859691381456,12.415373608865,"","tmb",1.29075177081404,TRUE,FALSE,FALSE
"beta","ar1",10000,8,50,63402,TRUE,18.0027200820135,0.00012324207577703,0,217.547021769423,NA,0.000315297124416247,"g,dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",200,9,50,71321,TRUE,16.332232485501,0.000284119326944425,0,205.650795986733,NA,0.000249090430315846,"g,dispersion","boundary",NA,TRUE,TRUE,TRUE
"beta","ar1",20,10,50,79240,TRUE,2.85992063908859,0.239318418319247,0.291879336667818,121.674433059624,NA,108.68739290526,"g","boundary",NA,TRUE,FALSE,FALSE
"beta","ri",200,11,50,87159,TRUE,5.30564856343604,0.0704519556430167,0.0858873314374769,517.80540903809,NA,2177.06703332216,"","tmb",NA,TRUE,FALSE,FALSE
"beta","ri",20,12,50,95078,TRUE,3.13034769385397,0.209051667024148,0.0846211978027979,236.075829584915,NA,2218.57585666121,"","tmb",NA,TRUE,FALSE,FALSE
