"cell","family","J","coef","truth","n_attempt","n_used","coverage","bias","emp_sd","mean_se","se_ratio","mc_se","secs","N","n_latent","kind","obs_per_latent","conv_rate"
"mn_J5_thin","multinomial",5,"c1:(Intercept)",0.119,2000,664,0.942771084337349,0.0398656801836956,0.325637620092497,0.310987568612594,0.955011182443411,0.00901419286481647,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c1:x1",-0.541,2000,664,0.947289156626506,-0.0250641333010613,0.161617605375162,0.158911070333506,0.983253464030896,0.00867175952153429,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c1:grpb",0.258,2000,664,0.942771084337349,0.00305421255568233,0.373545510587506,0.358168375795335,0.958834641679976,0.00901419286481647,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c1:grpc",0.69,2000,664,0.947289156626506,0.0231195632547007,0.355736047317959,0.350461998483878,0.985174263688361,0.00867175952153429,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c2:(Intercept)",0.049,2000,664,0.948795180722892,0.00590713164831068,0.342651804323,0.330609342735492,0.964855105283043,0.00855377090097497,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c2:x1",0.653,2000,664,0.956325301204819,0.0467422937325525,0.192952274685658,0.182556313153653,0.946121591212428,0.00793110578522327,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c2:grpb",0.24,2000,664,0.948795180722892,-0.004911562170023,0.39556109790095,0.373596296750473,0.94447178636364,0.00855377090097497,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c2:grpc",-0.288,2000,664,0.948795180722892,-0.0115375103487748,0.412880358407221,0.403671800444642,0.977696788488308,0.00855377090097497,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c3:(Intercept)",-0.198,2000,664,0.944277108433735,-0.0490889033399704,0.396020928495232,0.364579459843238,0.920606547811848,0.00890189594346012,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c3:x1",-0.455,2000,664,0.936746987951807,-0.048322766715742,0.208701760729647,0.189858634715898,0.909712663909157,0.00944643016934509,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c3:grpb",0.068,2000,664,0.938253012048193,0.0242646200100372,0.441759818832934,0.41418200773167,0.937572839525964,0.00934079482366362,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c3:grpc",0.008,2000,664,0.960843373493976,0.00438658840017641,0.460385761867038,0.427286742683347,0.928105901777973,0.00752739825957621,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c4:(Intercept)",-0.429,2000,664,0.944277108433735,-0.0523899448075507,0.419020764388651,0.397269488823613,0.94809022030979,0.00890189594346012,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c4:x1",0.192,2000,664,0.948795180722892,0.0127403295745332,0.196933524151852,0.192576964554942,0.977878019419633,0.00855377090097497,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c4:grpb",0.263,2000,664,0.957831325301205,0.0103634578781326,0.450707028981543,0.440106450360316,0.976480112490855,0.00779929692275983,215.032442092896,240,160,"glm",1.5,0.332
"mn_J5_thin","multinomial",5,"c4:grpc",0.196,2000,664,0.948795180722892,0.0207246656903581,0.467178985751426,0.448047170240177,0.95904821044021,0.00855377090097497,215.032442092896,240,160,"glm",1.5,0.332
