"regime","fits","A_C3_median","A_C3_min","B_C3_median","B_C3_min","B_C3_max","refits","C3_refit_median","C3_refit_min","C3_refit_max","gap_decades_min","gap_decades_median","threshold_disagree"
"rare",7,0.993307209119237,0.899870711511736,0.998026301424931,0.899870711511736,1.00004112835068,7,0.99999922536675,0.999880236370778,1.00068481571538,3.143024818118,11.3338009133316,2
"flat_re",338,0.997422695926587,0.921314302738513,0.999999566190788,0.921314302738513,1.02826427314804,338,0.999999855601469,0.978960703239409,1.00450173380584,2.37324310967049,8.2745287128266,24
"combined",57,0.993948301966742,0.546744767134375,0.999779844380168,0.546744767134375,1.33971580640528,57,1.00000017354458,0.998798853363414,1.00217518594579,3.33823235371401,5.66697931803405,4
"rank_one",225,0.988432618514787,0.766695124153074,0.99995290196996,0.774086440299882,1.00189664610636,225,1.00000017184518,0.998219783615979,1.00118023105837,2.73675990650451,11.1130380871644,6
"slope_zero",268,0.981742927730549,0.920612295418237,0.999980781590736,0.920612295418237,1.00056583000049,1,1.00867569740019,1.00706392232937,1.010287472471,2.71091944058585,8.79495553434511,2
"slope_small",223,0.98271081182017,0.878090550324568,0.999993794413667,0.904784329275176,1.00561936727335,2,1.00750649961419,1.00702406506071,1.01428464923472,2.53721857191101,8.02548718031797,1
"slope_cor1",264,0.992207223102334,0.722027753186446,0.999913506790412,0.722027753186446,1.07081160459715,0,NA,NA,NA,2.27099550328988,6.11473761662791,10
